768 1574 410 0
997 5 259 642
245 75 1492 481
146 595 0 0
1228 583 1246 0
869 1275 0 0
1059 158 154 579
960 789 8 0
121 7 905 1441
1067 497 127 0
847 76 0 0
158 141 543 682
1089 858 0 676
960 1398 175 73
1496 392 1317 0
84 0 497 0
1517 497 849 1116
196 781 1240 75
1499 708 939 988
1066 1612 1074 1350
1349 270 628 1464
1103 650 978 1026
75 1304 1300 0
128 1188 1148 600
668 1137 489 140
1207 1228 491 1582
427 0 17 308
1350 1033 515 773
189 573 1033 0
150 843 1170 1243
552 1246 0 0
1060 0 0 0
352 16 910 891
0 1066 0 0
891 831 1603 0
423 1026 128 848
1232 829 53 696
1267 3 1519 0
1085 1446 1089 666
1223 184 1603 1147
28 151 0 0
1077 384 1118 0
519 0 1273 0
341 848 960 1500
1228 413 882 0
683 754 0 0
21 313 107 0
1084 682 1339 1131
1201 252 265 0
1143 1455 760 870
60 378 1474 1199
681 1085 874 1248
264 482 1286 0
1126 469 1242 0
988 0 514 375
969 1071 699 1079
337 897 254 1445
138 1298 1424 2
1019 197 668 0
666 222 757 722
1483 1500 786 18
929 169 663 0
691 252 126 1241
997 74 1583 1023
75 1162 76 238
0 1067 0 0
1240 1143 1383 0
350 1338 1517 424
737 0 1066 0
1463 927 122 0
541 234 1558 966
1019 634 0 0
1587 1233 1397 415
0 688 0 0
1127 1026 1020 89
350 233 1258 0
435 120 158 1164
505 1139 94 0
1205 30 1441 0
583 905 126 458
276 59 1513 0
814 530 1303 0
668 109 870 1563
913 117 241 202
1573 194 55 1265
1246 988 0 0
0 720 0 0
644 431 274 99
128 245 1612 0
0 0 0 0
1080 1123 882 1571
187 1344 217 1500
136 1102 261 0
1153 280 54 0
1269 1045 0 0
1405 0 978 0
477 1242 1386 0
1394 911 165 872
804 804 1141 284
50 1600 94 698
1342 941 515 0
18 599 1485 0
1451 367 259 929
202 0 0 0
1498 236 1153 0
1361 587 396 561
274 400 0 0
0 341 515 303
789 564 354 663
151 140 1497 127
966 964 0 0
0 1233 808 0
144 138 1540 0
1142 384 880 50
1228 88 117 0
836 665 1089 1564
722 985 960 1589
286 303 933 1251
18 152 0 50
1376 127 919 0
426 65 0 0
1603 505 312 735
153 104 1232 0
101 1083 300 0
1228 1455 1409 0
1319 789 0 88
304 764 374 753
29 1396 109 0
960 761 79 149
1309 171 1096 0
1205 1139 1307 1109
80 1530 1140 0
192 1102 649 482
1484 676 1386 0
111 186 521 1106
0 0 0 0
6 1164 1231 0
1133 210 868 956
517 152 682 0
708 29 1232 337
205 215 574 144
342 1374 459 215
348 346 84 0
54 69 169 0
9 0 0 0
978 270 0 0
335 1037 178 0
1061 17 51 0
259 872 1102 0
5 274 46 517
477 138 0 0
746 685 958 2
1308 102 1143 89
525 1243 1244 1018
514 0 808 99
701 374 110 71
1453 123 0 0
13 1565 514 241
739 1602 891 522
1603 579 323 663
1061 1391 839 0
681 966 434 0
897 18 9 0
1222 1400 1232 0
541 837 0 127
0 808 632 0
1366 1464 198 0
107 966 5 0
904 238 1244 1436
937 858 124 158
230 1039 1518 913
916 1517 242 86
125 87 1241 0
254 1077 726 0
562 868 681 505
739 56 517 0
169 1269 757 0
574 425 695 487
1339 20 51 0
205 491 647 0
1096 84 88 165
616 1356 992 344
800 1258 663 0
595 451 916 545
435 108 1287 0
35 1114 1442 382
668 1421 917 1019
1028 243 1033 1603
13 0 125 0
595 497 1516 858
60 120 525 90
788 217 1205 0
1146 1475 125 0
9 1468 0 0
1398 122 882 0
1386 1386 161 0
95 1296 0 0
1246 367 312 0
878 131 310 16
737 1492 72 0
507 301 1275 1235
1595 1304 826 1233
189 929 590 167
333 400 1056 411
1517 8 0 0
487 1137 661 1235
1327 1291 51 676
698 1143 1463 1424
218 114 817 670
1207 167 79 755
517 1052 836 437
79 20 235 690
20 413 254 939
1178 1308 138 1246
461 1334 301 0
1186 1565 0 497
1042 1079 1308 0
514 792 1284 716
904 389 1228 75
739 592 1421 1593
590 858 986 214
1037 1269 293 0
547 1075 202 87
1546 25 329 0
169 0 848 0
913 721 1 73
836 1268 582 0
904 135 50 0
627 848 326 0
775 1066 687 755
1613 277 1154 839
1524 182 968 1062
38 421 824 1387
0 0 0 0
154 136 215 1143
824 1329 508 0
288 89 353 1441
847 1409 105 1303
913 1449 971 0
104 0 7 305
92 579 317 0
1045 758 1251 0
0 0 1246 0
1546 449 215 978
8 12 1240 124
575 539 1036 0
415 1246 0 0
111 14 1392 0
14 1291 3 0
1058 64 354 0
912 1166 193 659
1269 311 1403 0
1301 707 859 1471
411 633 1051 206
666 1076 73 0
514 1242 75 0
212 630 1422 714
205 1143 943 628
1143 1172 57 92
253 1446 461 1484
671 367 362 1026
499 1514 165 923
1315 1231 484 1032
1143 451 1166 111
1241 979 837 0
352 1037 350 73
0 441 1530 140
159 1497 722 521
1139 1058 1397 354
1531 1516 1549 0
541 1295 171 126
539 798 212 716
687 126 585 681
519 1371 671 1229
674 447 1376 1066
256 521 0 0
216 84 751 0
435 772 943 0
155 1228 1461 1077
1205 574 1530 427
613 131 1107 257
929 682 1304 394
1276 383 1273 0
1458 435 1006 75
164 55 1342 712
1266 87 1176 0
124 1244 532 954
978 1260 690 0
367 663 466 1241
152 966 504 544
1338 969 1043 665
1114 238 230 158
303 1333 91 847
979 159 1086 406
193 1033 1589 0
1089 174 559 301
82 1213 158 1087
682 927 1357 0
121 147 0 1118
1272 493 1196 1409
1347 1480 607 1529
536 1077 806 1172
1494 1000 17 704
0 971 0 0
1549 3 207 23
405 981 92 0
174 598 9 0
1019 676 1241 1241
1480 411 119 50
788 746 37 846
175 367 354 0
125 1067 696 0
539 17 1026 954
438 352 70 0
1251 252 1334 0
1303 62 0 238
1565 140 805 776
834 36 222 0
814 1142 979 1597
1240 1030 533 305
583 1056 1484 0
972 577 1323 0
849 701 1021 1391
1075 117 411 1242
1540 1037 1357 720
821 281 25 293
19 969 745 1308
870 613 53 1438
822 75 305 1612
75 1053 1319 590
0 595 0 0
1530 746 518 943
75 547 731 905
610 109 1490 625
1484 183 54 905
595 17 1168 1204
1483 56 1061 25
1535 0 79 0
602 217 554 1463
691 55 1193 0
1599 335 954 0
1187 1213 7 0
80 690 1089 0
341 13 475 0
1246 1057 0 0
39 125 0 0
1258 344 1248 1471
1232 1089 0 1232
591 1517 212 0
217 1411 65 0
92 269 0 0
1329 1500 305 222
962 172 1614 1500
55 599 758 1602
642 276 1497 225
514 1517 0 0
116 354 332 136
882 1291 182 0
850 352 0 0
1517 710 522 0
779 117 350 0
590 1283 46 10
117 205 696 0
646 336 1308 1464
869 158 1173 1600
840 269 1307 127
350 701 121 238
1328 1206 1070 674
536 490 682 18
506 53 856 121
1131 202 0 847
1463 219 1228 1338
1139 224 682 1498
247 3 102 1135
464 461 75 202
0 13 0 0
88 55 1499 350
1101 130 447 0
819 612 1023 0
117 1008 856 1187
128 1118 690 1449
88 713 26 431
904 626 247 0
539 410 1019 0
600 530 0 0
329 786 0 0
119 1362 241 1042
1392 1138 1135 12
1338 511 1112 0
402 202 666 0
1422 762 1218 485
1178 1513 0 0
352 1612 1123 932
916 1484 192 0
270 2 1537 1026
133 292 317 0
892 539 199 12
169 1200 1461 0
1121 254 0 0
487 1114 1552 0
274 628 303 386
1211 748 818 1139
1470 435 0 0
762 795 1014 0
401 1374 427 212
1349 275 0 508
343 5 595 0
350 121 443 1299
1077 913 695 505
1114 1419 938 891
97 587 709 0
663 762 94 0
319 1175 694 1303
1056 385 1357 0
580 1070 802 0
520 140 0 0
339 285 1328 966
332 1475 1041 2
938 245 1583 0
897 152 383 525
435 1246 0 0
1077 652 1149 508
1241 766 1421 197
1201 116 991 788
848 1291 8 587
744 1338 126 599
1241 666 1273 165
110 1472 1530 29
710 419 796 559
935 954 1268 0
698 709 913 1338
845 422 51 425
196 935 158 0
716 1058 1496 0
995 29 837 0
1257 145 971 0
571 823 868 0
789 202 810 522
418 1261 1150 116
988 978 7 1162
419 384 155 690
1306 1139 0 0
1494 57 1541 1246
1201 530 1241 0
1204 538 280 352
79 1058 1135 406
1540 315 202 0
87 461 1582 0
270 979 773 6
522 303 1164 0
1261 525 1020 1273
643 1451 1240 153
968 861 489 218
1061 0 0 0
351 1291 1077 1432
966 1373 121 0
1480 1330 1590 1
107 6 1139 9
0 0 0 0
671 1309 427 312
213 107 63 714
743 1187 95 0
320 848 1602 85
967 1331 1243 144
701 1540 322 0
0 8 0 0
1400 1066 1286 0
152 1603 897 674
150 646 51 517
5 1561 424 1480
517 706 281 600
205 1169 1246 1219
855 141 1411 0
332 70 805 1112
263 1435 0 0
985 352 1201 0
405 1304 1074 0
1246 520 658 0
158 542 1248 893
1308 739 878 1440
1315 81 933 286
1338 1066 0 0
112 7 1142 152
436 393 125 109
144 849 0 0
1467 503 889 887
1133 461 487 367
768 1395 466 1251
1141 1309 344 0
117 77 1114 712
144 528 1546 53
256 1593 691 0
126 0 1334 238
694 379 1259 499
1004 887 120 0
583 423 164 0
1464 447 1241 0
384 87 0 0
1298 12 644 1255
138 1246 1419 0
353 664 311 186
881 891 1114 905
466 482 183 0
427 698 447 1248
1132 961 788 0
1089 976 189 0
47 942 758 1067
0 1269 1077 514
1596 1019 823 1437
744 776 1016 1602
1339 0 1581 0
483 680 341 979
514 732 1599 0
1151 253 2 0
1173 301 632 93
876 1327 1123 0
869 1061 90 329
900 1045 1590 0
1070 682 804 0
876 253 1269 912
981 881 1123 0
1408 99 158 836
1051 243 628 858
1213 16 1303 1303
447 176 809 252
1178 607 238 1037
1 70 1129 0
393 1052 269 0
152 1098 121 0
310 13 577 70
574 1100 648 0
286 80 1016 1246
431 1528 1095 1140
71 1463 198 753
222 1168 1164 0
1072 0 0 0
1241 905 1148 1173
1218 462 1291 0
322 1123 337 0
1395 1118 116 0
628 172 436 0
517 615 1333 76
432 1574 0 88
1528 1265 890 940
1457 1035 847 29
1355 93 1077 670
1 124 0 461
1135 169 61 0
743 122 965 0
110 349 125 0
552 84 0 0
464 916 1201 0
704 362 696 54
10 0 0 0
16 753 1468 0
1308 131 1218 668
643 1143 668 0
608 514 0 0
1014 1201 1601 676
1268 805 900 0
704 52 0 0
1213 77 152 577
